provider,document,version,section_heading,sentence_index,sentence_verbatim,modal_verbs_found
Anthropic,Responsible Scaling Policy,v3.4,Appendix A: Commitments Related to Competitors,365,"Mitigating the risks from our models is a top priority for us, and we would strongly consider pausing development and/or deployment to improve the safety profiles of our models even in cases not covered below.",consider
Anthropic,Responsible Scaling Policy,v3.4,Appendix A: Commitments Related to Competitors,367,Anthropic in the lead.We have developed or will imminently develop ahighly capable13model; and we have clear evidence that no other competitor will soon develop such a model.,will
Anthropic,Responsible Scaling Policy,v3.4,Appendix A: Commitments Related to Competitors,368,"We will require a strong argument that catastrophic risk is contained, along the lines of our recommendations for industry-wide safety (see Section 1).",will
Anthropic,Responsible Scaling Policy,v3.4,Appendix A: Commitments Related to Competitors,369,"We will delay AI development and deployment as needed to achieve this, until and unless we no longer believe we have a significant lead.",will
Anthropic,Responsible Scaling Policy,v3.4,Appendix A: Commitments Related to Competitors,370,"Competitors have strong safety measures.We have strong evidence that all competitors who have developed, or will soon develop, ahighly capable frontier model are able to make strong arguments that catastrophic risk is contained, in the spirit of our recommendations for industry-wide safety (see Section 1).",will
Anthropic,Responsible Scaling Policy,v3.4,Appendix A: Commitments Related to Competitors,371,"For ourhighly capablefrontier models, we will meet or exceed the overall risk reduction posture of these competitors, as far as we can tell based on our best efforts to assess that posture.",will
Anthropic,Responsible Scaling Policy,v3.4,Appendix A: Commitments Related to Competitors,372,"Until we are able to do so, we will delay AI development and deployment as needed to achieve this.",will
Anthropic,Responsible Scaling Policy,v3.4,Appendix A: Commitments Related to Competitors,375,(2) we could implement at comparable (or lower) effort or cost to our competitor.,could
Anthropic,Responsible Scaling Policy,v3.4,Appendix A: Commitments Related to Competitors,377,"However, we will not necessarily delay AI development and deployment in this scenario.",will
Anthropic,Responsible Scaling Policy,v3.4,"October 15, 2024 (RSP v2.0)",386,RSP-2024:This update introduces a more flexible andnuanced approach to assessing and managing AI risks while maintaining our commitment not to train or deploy models unless we have implemented adequate safeguards.,commitment
Anthropic,Responsible Scaling Policy,v3.4,"October 15, 2024 (RSP v2.0)",393,"Rather than triggering higher safety standards automatically, reaching this checkpoint will prompt additional evaluation of the model’s capabilities and accelerate our preparation of stronger safeguards.",will
Anthropic,Responsible Scaling Policy,v3.4,"October 15, 2024 (RSP v2.0)",394,"We previously considered these capabilities as a trigger for increased safeguards, motivated by an attempt to establish some threshold while we developed a better sense of potential threats.",considered
Anthropic,Responsible Scaling Policy,v3.4,"October 15, 2024 (RSP v2.0)",395,We now believe that these capabilities - at the levels we initially considered - would not necessitate the ASL-3 standard.,considered
Anthropic,Responsible Scaling Policy,v3.4,"October 15, 2024 (RSP v2.0)",397,"Such capabilities could lead to rapid, unpredictable advances in AI, potentially outpacing our ability to evaluate and address emerging risks, and may also serve as an early warning sign for the ability to automate R&D in other domains.",could;may
Anthropic,Responsible Scaling Policy,v3.4,"October 15, 2024 (RSP v2.0)",416,"For internal use, safety testing and deployments to sufficiently trusted users, we will instead require a combination of access controls and monitoring.",will
Anthropic,Responsible Scaling Policy,v3.4,"October 15, 2024 (RSP v2.0)",418,We expect that aggregating all the available evidence about model capabilities will provide decision makers with a more complete picture of the overall level of risk and improve our ability to solicit feedback on our work.,expect;will
Anthropic,Responsible Scaling Policy,v3.4,"October 15, 2024 (RSP v2.0)",419,"Internal and external accountability:We have madea number of changes to our previous “procedural commitments.” These include expanding the duties of the Responsible Scaling Officer; adding internal critique and external expert input on capability and safeguard assessments; new procedures related to internal governance; and maintaining a public page for overviews of past Capability and Safeguard Reports, RSP-related updates, and future plans.",commitments;plans
Anthropic,Responsible Scaling Policy,v3.4,"March 31, 2025 (RSP v2.1)",424,Iterative Commitment: We have adopted a general commitmentto reevaluate our Capability Thresholds whenever we upgrade to a new set of Required Safeguards.,commitment
Anthropic,Responsible Scaling Policy,v3.4,"March 31, 2025 (RSP v2.1)",425,We have decided not to maintain a commitment to define ASL-N+1 evaluations by the time we develop ASL-N models; such an approach would add unnecessary complexity because Capability Thresholds do not naturally come grouped in discrete levels.,commitment
Anthropic,Responsible Scaling Policy,v3.4,"March 31, 2025 (RSP v2.1)",426,We believe it is more practical and sensible instead to commit to reconsidering the whole list of Capability Thresholds whenever we upgrade our safeguards.,commit
Anthropic,Responsible Scaling Policy,v3.4,"April 2, 2026 (RSP v3.1)",434,This revision addresses the following points: (1) how we operationalize the Automated R&D capability threshold; (2) how we use internal feedback on Risk Reports; and (3) that we may consider pausing development or deployment even where the commitments described in Appendix A are not triggered.,commitments;consider;may
Anthropic,Responsible Scaling Policy,v3.4,"July 8, 2026 (RSP v3.4)",442,"It revises the Automated R&D capability threshold in light of further issues that have come up in discussion - particularly the question of whether we’d consider the threshold to be crossed if the overall rate of AI progress were constant or slowing, but we estimated that it was dramatically faster than it would be in the absence of advanced AI tools.",consider
Anthropic,Responsible Scaling Policy,v3.4,"July 8, 2026 (RSP v3.4)",448,"We will continue to share minimally-redacted Risk Reports with this latter group, but there may be some information which is both material to our risk assessment and highly sensitive to the point of meriting greater internal compartmentalization, especially in light of the company’s ongoing growth.",may;will
Anthropic,Responsible Scaling Policy,v3.4,"July 8, 2026 (RSP v3.4)",450,"It adjusts the scope of Risk Reports to cover Anthropic’s models and activities as of a givencoverage dateup to 30 days prior to that report’s publication.We aim to hold our Risk Reports to a higher standard of thoroughness and coverage than our system cards while operating on a longer cadence and staying applicable over several months, and expect this change to make it easier to meet this standard without having to incorporate very recent updates to Anthropic’s activities on short notice.",aim;expect
OpenAI,Preparedness Framework (Beta),beta,(Beta),8,"The processes laid out in each version of the Preparedness Framework will help us rapidly improve our understanding of the science and empirical texture of catastrophic risk, and establish the processes needed to protect against unsafe development.",will
OpenAI,Preparedness Framework (Beta),beta,(Beta),14,"Importantly, we will also be forecasting the future development of risks, so that we can develop lead times on safety and security measures(",will
OpenAI,Preparedness Framework (Beta),beta,(Beta),21,"In addition, we will ensure Security is appropriately tailored to any model that has a “high” or “critical” pre-mitigation level of risk (as defined in the Scorecard below) to prevent model exfiltration.",will
OpenAI,Preparedness Framework (Beta),beta,(Beta),22,We also establish procedural commitments (as defined in Governance below) that further specify how we operationalize all the activities that the Preparedness Framework outlines.,commitments
OpenAI,Preparedness Framework (Beta),beta,(Beta),25,"By catastrophic risk, we mean any risk which could result in hundreds of billions of dollars in economic damage or lead to the severe harm or death of many individuals —this includes, but is not limited to, existential risk.",could
OpenAI,Preparedness Framework (Beta),beta,(Beta),32,"This includes conducting research, evaluations, monitoring, and forecasting of risks, and synthesizing this work via regular reports to the Safety Advisory Group. These reports will include a summary of the latest evidence and make recommendations on changes needed to enable OpenAI to plan ahead.",plan;will
OpenAI,Preparedness Framework (Beta),beta,(Beta),33,"The Preparedness team will also call on and coordinate with relevant teams (e.g., Safety Systems, Security, Superalignment, Policy Research) to collate recommended mitigations to include in these reports.",will
OpenAI,Preparedness Framework (Beta),beta,(Beta),38,"SAG responsibilities will thus include overseeing the assessment of the risk landscape, and maintaining a fast-track process for handling emergency scenarios.",will
OpenAI,Preparedness Framework (Beta),beta,(Beta),39,"Finally, OpenAI’s primary fiduciary duty is to and we are committed to doing the research required to make AGI safe.",committed
OpenAI,Preparedness Framework (Beta),beta,(Beta),51,in which we detail the key areas of risk we will track as well as delineations of different levels of these risk0,will
OpenAI,Preparedness Framework (Beta),beta,(Beta),53,in which we will indicate our current assessments of the level of risk along each tracked risk category,will
OpenAI,Preparedness Framework (Beta),beta,(Beta),55,"in which we lay out our safety baselines as well as procedural commitments, which include standing up a Safety Advisory Group.",commitments
OpenAI,Preparedness Framework (Beta),beta,Tracked Risk Categories,57,"In this section, we identify the categories of risks that we will be tracking, along with a dedicated workstream for identifying and adding new or nascent categories of risk as they emerge, i.e., “unknown unknowns.” Our intent is to “go deep” in the tracked categories to ensure we are testing for any possible worst-case scenarios, while also maintaining a broad holistic view of risks via monitoring activities across OpenAI and the “unknown unknowns” identification process.",will
OpenAI,Preparedness Framework (Beta),beta,Tracked Risk Categories,59,We believe monitoring gradations of risk will enable us to get in front of escalating threats and be able to apply more tailored mitigations.,will
OpenAI,Preparedness Framework (Beta),beta,Tracked Risk Categories,67,Our evaluations will thus include tests against these enhanced models to ensure we are testing against the “worst case” scenario we know of.,will
OpenAI,Preparedness Framework (Beta),beta,Tracked Risk Categories,77,"For this reason, we defer specific details on evaluations to the Scorecard section (and this section is intended to be updated frequently).",intended
OpenAI,Preparedness Framework (Beta),beta,Tracked Risk Categories,294,A concentrated burst of capability gains could outstrip our ability to anticipate and react to them.,could
OpenAI,Preparedness Framework (Beta),beta,Tracked Risk Categories,298,"As our understanding of the potential impacts and capabilities of frontier models improves, the listing will likely require expansions that accommodate new or understudied, emerging risks.",will
OpenAI,Preparedness Framework (Beta),beta,Tracked Risk Categories,299,"Therefore, as a part of our Governance process (described later in this document), we will continually assess whether there is a need for including a new category of risk in the list above and how to create gradations.",will
OpenAI,Preparedness Framework (Beta),beta,Tracked Risk Categories,300,"In addition, we will invest in staying abreast of relevant research developments and monitoring for observed misuse (expanded on later in this document), to help us understand if there are any emerging or understudied threats that we need to track.",will
OpenAI,Preparedness Framework (Beta),beta,Tracked Risk Categories,301,"The initial set of Tracked Risk Categories stems from an effort to identify the minimal set of “tripwires"" required for the emergence of any catastrophic risk scenario we could reasonably envision.",could
OpenAI,Preparedness Framework (Beta),beta,Scorecard,304,"As a part of our Preparedness Framework, we will maintain a dynamic (i.e., frequently updated) Scorecard that is designed to track our current pre-mitigation model risk across each of the risk categories, as well as the post-mitigation risk.",will
OpenAI,Preparedness Framework (Beta),beta,Scorecard,305,The Scorecard will be regularly updated by the Preparedness team to help ensure it reflects the latest research and findings.,will
OpenAI,Preparedness Framework (Beta),beta,Scorecard,306,"Sources that inform the updates to the Scorecard will also include tracking observed misuse, and other community red-teaming and input on our frontier models from other teams (e.g., Policy Research, Safety Systems, Superalignment).",will
OpenAI,Preparedness Framework (Beta),beta,Scorecard,314,"To this end, for our evaluations, we will be running them not only on base models (with highly-performant, tailored prompts wherever appropriate), but also on fine-tuned versions designed for the particular misuse vector without any mitigations in place.",will
OpenAI,Preparedness Framework (Beta),beta,Scorecard,319,"To verify if mitigations have sufficiently and dependently reduced the resulting postmitigation risk, we will also run evaluations on models after they have safety mitigations in place, again attempting to verify and test the possible “worst known case” scenario for these systems.",will
OpenAI,Preparedness Framework (Beta),beta,Scorecard,320,"As part of our baseline commitments, we are aiming to keep post-mitigation risk at “medium” risk or below.",commitments
OpenAI,Preparedness Framework (Beta),beta,Scorecard,323,"For this reason, we will be investing in efforts that help create an internal “preparedness roadmap” and help us thus properly plan for and get ahead of the emerging risks.",plan;will
OpenAI,Preparedness Framework (Beta),beta,Scorecard,326,"This monitoring of real-world misuse (as well as staying abreast of relevant research developments) will help us create a better picture of deployed model characteristics, and inform updates to our evaluations as necessary.",will
OpenAI,Preparedness Framework (Beta),beta,Governance,403,"Beyond our above-detailed processes with regards to evaluations, monitoring, and forecasting, we want to make a set of safety baselines and procedural commitments.",commitments
OpenAI,Preparedness Framework (Beta),beta,Governance,404,"Note that these processes also apply to training runs as we will perform periodic evaluations (e.g., of checkpoints) during model training.",will
OpenAI,Preparedness Framework (Beta),beta,Safety baselines,408,If we reach (or are forecasted to reach) at least “high” pre-mitigation risk in any of the considered categories: we will ensure that our security is hardened in a way that is designed to prevent our mitigations and controls from being circumvented via exfiltration (by the time we hit “high” pre-mitigation risk).,considered;will
OpenAI,Preparedness Framework (Beta),beta,Safety baselines,419,"In other words, if we reach (or are forecasted to reach) at least “high” pre-mitigation risk in any of the considered categories, we will not continue with deployment of that model (by the time we hit “high” pre-mitigation risk) until there are reasonably mitigations in place for the relevant postmitigation risk level to be back at most to “medium” level.",considered;will
OpenAI,Preparedness Framework (Beta),beta,Safety baselines,423,"In other words, if we reach (or are forecasted to reach) “critical” pre-mitigation risk along any risk category, we commit to ensuring there are sufficient mitigations in place for that model (by the time we reach that risk level in our capability development, let alone deployment) for the overall post-mitigation risk to be back at most to “high” level.",commit
OpenAI,Preparedness Framework (Beta),beta,Operations,428,We also establish an operational structure to oversee our procedural commitments.,commitments
OpenAI,Preparedness Framework (Beta),beta,Operations,429,"These commitments aim to make sure that: (1) there is a dedicated team “on the ground” focused on preparedness research and monitoring (Preparedness team), (2) there is an advisory group (Safety Advisory Group) that has a sufficient diversity of perspectives and technical expertise to provide nuanced input and recommendations, and (3) there is a final decision-maker (OpenAI Leadership, with the option for the OpenAI Board of Directors to overrule).D",aim;commitments
OpenAI,Preparedness Framework (Beta),beta,Operations,434,The SAG will strive to recommend mitigations that are as targeted and non-disruptive as possible while not compromising safety.,will
OpenAI,Preparedness Framework (Beta),beta,Operations,438,3 SAG membership will rotate yearly.,will
OpenAI,Preparedness Framework (Beta),beta,Operations,447,"2G The OpenAI Board of Directors (BoD), as the ultimate governing body of OpenAI, will oversee OpenAI Leadership’s implementation and decision-making pursuant to this Preparedness Framework.",will
OpenAI,Preparedness Framework (Beta),beta,Operations,470,?J The SAG will be responsible for assessing the merits of each case submitted to them.,will
OpenAI,Preparedness Framework (Beta),beta,Operations,471,"Then, the SAG Chair will forward the case to the OpenAI Leadership (sharing also with the BoD and Preparedness) and include a draft of possible next steps (e.g., approving a change to the Scorecard or Preparedness Framework; requesting changes to other internal and external processes as needed; highlighting a need to accelerate security procedures based on a forecasted increase in risk levels) as well as rationale.1",will
OpenAI,Preparedness Framework (Beta),beta,Operations,472,J The OpenAI Leadership will make the final decision and be responsible for overseeing,will
OpenAI,Preparedness Framework (Beta),beta,Operations,474,"4J The BoD will be given visibility into processes, and can review decisions and otherwise require reports and information from OpenAI Leadership as necessary to fulfill the BoD’s oversight role.",will
OpenAI,Preparedness Framework (Beta),beta,Operations,487,"While the Preparedness team and SAG will of course work hard on forecasting and preparing for risks, safety drills can help the organization build “muscle memory” by practicing and coming up with the right “default” responses for some of the foreseeable scenarios.",will
OpenAI,Preparedness Framework (Beta),beta,Operations,488,"Therefore, the SAG will call for safety drills at a recommended minimum yearly basis1",will
OpenAI,Preparedness Framework (Beta),beta,Operations,489,"71 For each of these accountability measures, decision-making will follow the standard process (i.e., SAG chair synthesizes final recommendation, which OpenAI leadership makes a final decision on, that the BoD can overrule if needed).",will
OpenAI,Preparedness Framework (Beta),beta,Operations,510,with the SAG plan to ensure sufficient mitigations are in place.,plan
OpenAI,Preparedness Framework,v2,Preparedness Framework,4,"To pursue that mission, we are committed to safely developing and deploying highly capable AI systems, which create significant benefits and also bring new risks.",committed
OpenAI,Preparedness Framework,v2,Preparedness Framework,12,"This Framework lays out the kinds of safeguards we expect to need, and how we’ll confirm internally and show externally that the safeguards are sufficient.",expect
OpenAI,Preparedness Framework,v2,Preparedness Framework,14,"These are areas of capability that could pose risks of severe harm, that do not yet meet our criteria to be Tracked Categories, and where we are investing now to further develop our threat models and capability elicitation techniques.",could
OpenAI,Preparedness Framework,v2,Preparedness Framework,16,This revision of the Preparedness Framework focuses on the safeguards we expect will be needed for future models more capable than those we have today.,expect;will
OpenAI,Preparedness Framework,v2,Preparedness Framework,19,"In choosing to set a high bar here, we aim to ensure that the most severe risks receive attention commensurate with their magnitude.",aim
OpenAI,Preparedness Framework,v2,Introduction,52,"• Safeguard against severe harms – we evaluate the likelihood that severe harms could actually occur in the context of deployment, using threat models that take our safeguards into account.",could
OpenAI,Preparedness Framework,v2,Introduction,54,"If a model under development reaches a Critical capability threshold, we also require safeguards to sufficiently minimize the associated risks during development, irrespective of deployment plans.",plans
OpenAI,Preparedness Framework,v2,Introduction,55,• Build trust – we engage with subject–matter experts across and beyond OpenAI to inform these efforts and to build confidence that we are meeting our commitments and effectively managing risk.,commitments
OpenAI,Preparedness Framework,v2,Why we’re updating the Preparedness Framework,63,"This means we will need to design and deploy safeguards we can rely on for safety and security – which requires a new level of planning and coordination across the company, beyond what’s needed to measure capabilities.",will
OpenAI,Preparedness Framework,v2,Holistic risk assessment and categorization,76,"Where we determine that a capability presents a real risk of severe harm, we may decide to monitor it as a Tracked Category or a Research Category.",may
OpenAI,Preparedness Framework,v2,Tracked Categories,91,"For each Tracked Category, we develop and maintain a threat model identifying specific risks of severe harms that could arise from the frontier capabilities in that domain and sets corresponding capability thresholds that would lead to a meaningful increase in risk of severe harm.4 SAG reviews and approves these threat models.",could
OpenAI,Preparedness Framework,v2,Tracked Categories,100,"While past deployment experiences are an important source of information about existing risks, we also recognize that in the case of net-new risks of severe harm, significant safeguards may be needed to reduce the risk of harms that have never been realized.",may
OpenAI,Preparedness Framework,v2,Tracked Categories,117,"In conjunction with a Longrange Autonomy capability (Section 2.3), models that could bypass OpenAI’s technical safeguards constraining model activity, such as sandboxing or monitoring services, could compromise OpenAI’s ability to track and mitigate all other risks.",could
OpenAI,Preparedness Framework,v2,Tracked Categories,120,"Given the higher potential severity of biological threats relative to chemical ones, we will prioritize Biological capability evaluations and these will be used as indicators for High and Critical capabilities for the category.",will
OpenAI,Preparedness Framework,v2,Tracked Categories,123,"Finding and executing endto-end exploits for all software could lead to catastrophe from unilateral actors, hacking military or industrial systems, or OpenAI infrastructure.",could
OpenAI,Preparedness Framework,v2,Tracked Categories,129,"To meet the large-scale safety research, operations, and security investments that need to be in place when we reach Critical self-improvement, we will by then need to have made significant progress on those investments at this earlier milestone to avoid later risks.",will
OpenAI,Preparedness Framework,v2,Tracked Categories,132,"A major acceleration in the rate of AI R&D could rapidly increase the rate at which new capabilities and risks emerge, to the point where our current oversight practices are insufficient to identify and mitigate new risks, including risks to maintaining human control of the AI system itself.",could
OpenAI,Preparedness Framework,v2,Research Categories,136,"These capabilities either need more research and threat modeling before they can be rigorously measured, or do not cause direct risks themselves but may need to be monitored because further advancement in this capability could undermine the safeguards we rely on to mitigate existing Tracked Category risks.",could;may
OpenAI,Preparedness Framework,v2,Research Categories,137,"We call these Research Categories, and in these areas we will take the following steps, both internally and in collaboration with external experts:",will
OpenAI,Preparedness Framework,v2,Research Categories,143,SAG will receive the results of such reviews and evaluate whether there is sufficient evidence to recommend updates to our internal practices or to the Preparedness Framework.,will
OpenAI,Preparedness Framework,v2,Research Categories,148,"As this category matures, we will make decisions about how this should influence our governance, including setting internal and external deployment safeguards milestones.",will
OpenAI,Preparedness Framework,v2,Research Categories,162,"Meanwhile, while these latter risks’ threat models are not yet sufficiently mature to receive the scrutiny of Tracked Categories, we believe they justify additional research investment and could qualify in the future, so we are investing in them now as Research Categories.",could
OpenAI,Preparedness Framework,v2,Research Categories,170,Our analysis suggests that nuclear risks are likely to be of substantially greater severity and therefore we will prioritize research on nuclear-related risks.,will
OpenAI,Preparedness Framework,v2,Evaluation approach,177,"Our evaluations are intended to approximate the full capability that the adversary contemplated by our threat model could extract from the deployment candidate model, including by using the highestcapability tier of system settings, using a version of the model that has a negligible rate of safety-based refusals on our Tracked Category capability evaluations (which may require a separate model variant), and with the best presently-available scaffolds.",could;intended;may
OpenAI,Preparedness Framework,v2,Evaluation approach,179,"Nonetheless, given the continuous progress in model scaffolding and elicitation techniques, we regard any one-time capability elicitation in a frontier model as a lower bound, rather than a ceiling, on capabilities that may emerge in real world use and misuse.",may
OpenAI,Preparedness Framework,v2,Evaluation approach,184,"Scalable evaluations have associated “indicative thresholds,” which are levels of performance that we have pre-determined to indicate that a deployment may have reached a capability threshold.",may
OpenAI,Preparedness Framework,v2,Evaluation approach,186,"These may include a wide range of evidence gathering activities, such as human expert red-teaming, expert consultations, resource-intensive third party evaluations (e.g. bio wet lab studies, assessments by independent third party evaluators), and any other activity requested by SAG.",may
OpenAI,Preparedness Framework,v2,Testing scope,196,"• every frontier model (e.g., OpenAI o1 or OpenAI o3) that we plan to deploy externally",plan
OpenAI,Preparedness Framework,v2,Testing scope,201,"If justified by our forecasts and threat models as potentially posing a severe risk during development and prior to external deployment, we will select an appropriate checkpoint during development to be covered by the Preparedness Framework.",will
OpenAI,Preparedness Framework,v2,Capability threshold determinations,209,"• Determine that a threshold has not been crossed: If the scalable evaluations did not cross their indicative thresholds, the SAG may conclude that the model does not have High or Critical capability, and recommend no further action.",may
OpenAI,Preparedness Framework,v2,Capability threshold determinations,210,"6In general, models that we distill, fine-tune, or quantize from a model that was previously determined not to cross a High capability threshold will ordinarily not require additional safety measures barring reason to believe a significant increase in capability has occurred.",will
OpenAI,Preparedness Framework,v2,Safeguarding against severe harm,215,"If a covered system appears likely to cross a capability threshold, we will start to work on safeguards to sufficiently reduce the risks of severe harm associated with that threshold even if a formal capability determination has not yet been made.",will
OpenAI,Preparedness Framework,v2,Safeguard selection,224,Appendix C provides illustrative examples of potential safeguards and safeguard efficacy assessments that could be used to establish that we have sufficiently minimized the risk of severe harm.,could
OpenAI,Preparedness Framework,v2,Safeguard selection,225,The examples aim to provide insight on our thinking but should not be construed as a definitive checklist of the safeguards we will apply to a given launch.,aim;will
OpenAI,Preparedness Framework,v2,Safeguard sufficiency,232,"Many safeguards can be reused across different deployments, and so in practice we may find that the majority of deployments need few new safeguards and associated stress-testing beyond those already in place for prior deployments.",may
OpenAI,Preparedness Framework,v2,Safeguard sufficiency,234,The SAG will make this determination based on:,will
OpenAI,Preparedness Framework,v2,Safeguard sufficiency,255,The SAG will strive to recommend further actions that are as targeted and non-disruptive as possible while still mitigating risks of severe harm.,will
OpenAI,Preparedness Framework,v2,Safeguard sufficiency,256,All of SAG’s recommendations will go to OpenAI Leadership for final decision-making in accordance with the decision-making practices outlined in Appendix B.,will
OpenAI,Preparedness Framework,v2,Safeguard sufficiency,257,We expect to continuously improve our safeguards over time.,expect
OpenAI,Preparedness Framework,v2,Safeguard sufficiency,258,"If we find reasonable evidence that our safeguards are not working as expected, we will validate the information being received and review the",expected;will
OpenAI,Preparedness Framework,v2,Marginal risk,261,We recognize that another frontier AI model developer might develop or release a system with High or Critical capability in one of this Framework’s Tracked Categories and may do so without instituting comparable safeguards to the ones we have committed to.,committed;may
OpenAI,Preparedness Framework,v2,Marginal risk,262,"Such an action could significantly increase the baseline risk of severe harm being realized in the world, and limit the degree to which we can reduce risk using our safeguards.",could
OpenAI,Preparedness Framework,v2,Marginal risk,263,"If we are able to rigorously confirm that such a scenario has occurred, then we could adjust accordingly the level of safeguards that we require in that capability area, but only if:",could
OpenAI,Preparedness Framework,v2,Increasing safeguards before internal use and further development,269,"We do not currently possess any models that have Critical levels of capability, and we expect to further update this Preparedness Framework before reaching such a level with any model.",expect
OpenAI,Preparedness Framework,v2,Increasing safeguards before internal use and further development,271,The SAG retains discretion over when to request deep dive evaluations of models whose scalable evaluations indicate that they may possess or may be nearing critical capability thresholds.,may
OpenAI,Preparedness Framework,v2,Internal governance,276,We will document relevant reports made to the SAG and of SAG’s decision and reasoning.,will
OpenAI,Preparedness Framework,v2,Internal governance,277,Employees may also request and receive a summary of the testing results and SAG recommendation on capability levels and safeguards (subject to certain limits for highly sensitive information).,may
OpenAI,Preparedness Framework,v2,Transparency and external participation,281,• Public disclosures: We will release information about our Preparedness Framework results in order to facilitate public awareness of the state of frontier AI capabilities for major deployments.,will
OpenAI,Preparedness Framework,v2,Transparency and external participation,282,"This published information will include the scope of testing performed, capability evaluations for each Tracked Category, our reasoning for the deployment decision, and any other context about a model’s development or capabilities that was decisive in the decision to deploy.",will
OpenAI,Preparedness Framework,v2,Transparency and external participation,283,"Additionally, if the model is beyond a High threshold, we will include information about safeguards we have implemented to",will
OpenAI,Preparedness Framework,v2,Transparency and external participation,287,"• Third-party evaluation of tracked model capabilities: If we deem that a deployment warrants deeper testing of Tracked Categories of capability (as described in Section 3.1), for example based on results of Capabilities Report presented to them, then when available and feasible, OpenAI will work with third-parties to independently evaluate models.",will
OpenAI,Preparedness Framework,v2,Transparency and external participation,288,"• Third-party stress testing of safeguards: If we deem that a deployment warrants third party stress testing of safeguards and if high quality third-party testing is available, we will work with third parties to evaluate safeguards.",will
OpenAI,Preparedness Framework,v2,Transparency and external participation,290,• Independent expert opinions for evidence produced to SAG: The SAG may opt to get independent expert opinion on the evidence being produced to SAG.,may
OpenAI,Preparedness Framework,v2,Transparency and external participation,292,"If provided, these opinions will form part of the analysis presented to SAG in making its decision on the safety of a deployment.",will
OpenAI,Preparedness Framework,v2,Transparency and external participation,293,These domain experts may not necessarily be AI experts and their input will form one part of the holistic evidence that SAG reviews.,may;will
OpenAI,Preparedness Framework,v2,Change log,312,"Going forward we will handle risks related to persuasion outside the Preparedness Framework, including via our Model Spec and policy prohibitions on the use of our tools for political campaigning or lobbying, and our ongoing investigations of misuse of our products (including detecting and disrupting influence operations).",will
OpenAI,Preparedness Framework,v2,Change log,316,"For these areas, in collaboration with external experts, we commit to further developing the associated threat models and advancing the science of capability measurement for the area, including by investing in the development of rigorous capability evaluations.",commit
OpenAI,Preparedness Framework,v2,Change log,319,"Provide more detail on our capability elicitation approach, making clear that we will consider a range of techniques in order to test a model version that approximates the high end of expected elicitation by threat actors attempting to misuse the model.",consider;expected;will
OpenAI,Preparedness Framework,v2,Change log,323,This information gives more detail on how we expect to safely develop and deploy models advanced enough to pose severe risks in tracked capability areas.,expect
OpenAI,Preparedness Framework,v2,Change log,324,"As we move toward increasingly capable models, we are planning for safeguards that will be tailored to the specific risks they are intended to address.",intended;will
OpenAI,Preparedness Framework,v2,Decision-making practices,338,We establish an operational structure to oversee our procedural commitments within the Preparedness Framework.,commitments
OpenAI,Preparedness Framework,v2,Decision-making practices,348,"OpenAI Leadership may choose to re-appoint someone from previous years to ensure there is continuity of knowledge and experience, while still ensuring that fresh and timely perspectives are present in the group.",may
OpenAI,Preparedness Framework,v2,Decision-making practices,350,"This role is expected to rotate, as appointed by OpenAI Leadership.",expected
OpenAI,Preparedness Framework,v2,Decision-making practices,354,"The Safety and Security Committee (SSC) of the OpenAI Board of Directors (Board) will be given visibility into processes, and can review decisions and otherwise require reports and information from OpenAI Leadership as necessary to fulfill the Board’s oversight role.",will
OpenAI,Preparedness Framework,v2,Decision-making practices,355,"Where necessary, the Board may reverse a decision and/or mandate a revised course of action.",may
OpenAI,Preparedness Framework,v2,"Illustrative safeguards, controls, and efficacy assessments",364,"This Appendix provides illustrative examples of potential safeguards, and safeguard efficacy assessments that could be used to establish that we have sufficiently mitigated the risk of severe harm.",could
OpenAI,Preparedness Framework,v2,"Illustrative safeguards, controls, and efficacy assessments",365,"The examples aim to provide insight on our thinking, but many of the techniques require further research.",aim
OpenAI,Preparedness Framework,v2,"Illustrative safeguards, controls, and efficacy assessments",366,The safeguards should not be construed as a definitive or comprehensive list of the safeguards we will or could apply to a given launch.,could;will
OpenAI,Preparedness Framework,v2,Safeguards against malicious users,374,• Trust-based Access: The actors who gain access to the model will not use it in a way that presents an associated risk of severe harm under our threat model.,will
OpenAI,Preparedness Framework,v2,Safeguards against malicious users,375,The table below illustrates possible examples of safeguards and safeguard efficacy assessments we could consider to claim we have sufficiently minimized the risks of severe harm associated with a High level of capability under any of our Tracked Categories.,consider;could
OpenAI,Preparedness Framework,v2,Safeguards against a misaligned model,398,The table below illustrates possible examples of safeguards and safeguard efficacy assessments we could consider to claim we have sufficiently minimized the risks of severe harm associated with High level of capability under any of our Tracked Categories.,consider;could
OpenAI,Preparedness Framework,v2-reupload-20250611,Preparedness Framework,4,"To pursue that mission, we are committed to safely developing and deploying highly capable AI systems, which create significant benefits and also bring new risks.",committed
OpenAI,Preparedness Framework,v2-reupload-20250611,Preparedness Framework,12,"This Framework lays out the kinds of safeguards we expect to need, and how we’ll confirm internally and show externally that the safeguards are sufficient.",expect
OpenAI,Preparedness Framework,v2-reupload-20250611,Preparedness Framework,14,"These are areas of capability that could pose risks of severe harm, that do not yet meet our criteria to be Tracked Categories, and where we are investing now to further develop our threat models and capability elicitation techniques.",could
