pair_id,provider,v_i,v_next,commitment_id,category,v_i_section,v_i_text,v_next_section,v_next_text,outcome,materiality_dims,material,announcement,changelog_pointer,confidence,rationale,flags,ADJ_outcome,ADJ_material,ADJ_dims,ADJ_announcement,ADJ_flags,ADJ_mode,ADJ_notes,in_second_coder_sample
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-034,M,1.4 Response Plans and Mitigations,"We apply safety and security mitigations throughout the lifecycle of our models, including as part of our training and model development phase and, where appropriate, before CCLs are reached as described in the process below.",1.3.3 Risk Mitigation,"We apply safety and security mitigations throughout the lifecycle of our models, including as part of our training and model development phase and, where appropriate, before T/CCLs are reached as described in the process below.",R,,no,NA,NA,high,'CCLs' to 'T/CCLs'; otherwise identical.,continues GDM-1-038.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-035,S,1.5 Evaluating Mitigations,"Security mitigations: security infrastructure at Google is subject to penetration testing and other kinds of assessments, and is continually improved based on these results.",1.3.4 Residual Risk Assessment,"Security mitigations: security infrastructure at Google is subject to penetration testing and other kinds of assessments, and is continually improved based on these results.",R,,no,NA,NA,high,Identical wording.,continues GDM-1-039.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-036,G,2.1.2 Deployment Mitigations,Material updates to a safety case will be submitted to the appropriate governance function for review.,2.1.2 Deployment Mitigations,Material updates to a safety case will be submitted to the appropriate governance function for review and might result in updates to the related residual risk assessment or safety case.,R,,no,NA,NA,high,Submission requirement unchanged ('will be submitted'); added clause describes a possible outcome of review.,continues GDM-1-040.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-037,EC2,Table 2.2.3.a: Harmful Manipulation CCLs and Security Mitigations,"Possesses manipulative capabilities sufficient to enable it to systematically and substantially change beliefs and behavior in identified high stakes contexts over the course of interactions with the model, reasonably resulting in additional expected harm at severe scale.",Table 2.2.3.a: Harmful Manipulation CCL and Security Mitigations,"Possesses manipulative capabilities sufficient to enable it to systematically and substantially change beliefs and behavior in identified high stakes contexts over the course of interactions with the model, reasonably resulting in additional expected harm at severe scale.",R,,no,NA,NA,high,Identical definition; security level change coded on GDM-2-020.,continues GDM-1-041.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-038,M,3.1.2 Deployment Mitigations,"Developing and improving a suite of safeguards targeting the capability, which may include measures such as limiting affordances, monitoring and escalation, auditing, and alignment training, in addition to measures for preventing large scale misuse.",3.1.2 Deployment Mitigations,"Developing and improving a suite of safeguards targeting the capability, which may include measures such as limiting affordances, monitoring and escalation, auditing, and alignment training, in addition to measures for preventing large-scale misuse.",R,,no,NA,NA,high,Identical apart from hyphenation ('large scale' to 'large-scale').,continues GDM-1-042.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-039,S,1.6 Summary of Risk Acceptance Criteria,"Security mitigations have been applied to the model weights reaching the recommended security level stated below, or we otherwise assess that the level of security applied is adequate, e.g. if they match or exceed the level of security applied to other models with similar capabilities or risk profiles, or we assess that the benefits of the open release of model weights outweigh the risks.",1.3.5 Risk Acceptance Determination,"Security mitigations have been applied to the model weights reaching the recommended security level stated below, or we otherwise assess that the level of security applied is adequate, e.g. based on mitigations already in place, if they match or exceed the level of security applied to other models with similar capabilities or risk profiles, or we assess that the benefits of the open release of model weights outweigh the risks.",W,6,yes,SIL,NONE FOUND,medium,"Consequence: a further basis for deeming security adequate without reaching the recommended level is added, 'e.g. based on mitigations already in place'; the other override conditions are unchanged.","Added from v3.0 full text for GDM-2; not a separate row in GDM-1, where it was noted in GDM-1-024 flags. Alternative reading R: the new phrase is an example of an existing discretionary assessment. Same override sentence appears for misuse and ML R&D criteria; the new TCL criterion (GDM-2-044) has no recommended level and only the adequacy assessment.",W,yes,6,SIL,,accepted,Accepted from first pass (spot-check tier).,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-040,EC2,(none),NONE,1.2 Critical Capability Levels and Tracked Capability Levels,"This update to the Framework introduces “Tracked Capability Levels (TCLs).” TCLs are meant to capture significant risks that may manifest at a lower capability threshold than our CCLs and we apply our mitigation and risk acceptance determination process proportionately. We identify TCLs for CBRN risk, as well as ML R&D and misalignment risks. We may include TCLs for additional risks in the future, as our threat modeling develops.",A,2;1,yes,ANN,Introduced CBRN TCLs and outlined mitigation and risk acceptance process.,high,"New tier of thresholds below the CCLs, with the mitigation and risk acceptance process applied 'proportionately'; no v3.0 provision covers 'significant but not severe' risks.",Also identified in the edited announcement post: 'we are adding Tracked Capability Levels (TCLs) in certain domains'. Scope change on the domain list coded on GDM-2-001.,A,yes,2;1,ANN,,adjudicated,Agree.,yes
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-041,EC2,(none),NONE,1.2 Critical Capability Levels and Tracked Capability Levels,"Similarly to CCLs, early warning evaluations will be used to assess the proximity of a model to a TCL and analyze the risk posed, involving internal and external experts as needed.",A,2;1,yes,ANN,Introduced CBRN TCLs and outlined mitigation and risk acceptance process.,high,New: early warning evaluations extended to TCLs with expert involvement; v3.0 evaluations targeted CCLs only.,,A,yes,2;1,ANN,,accepted,Accepted from first pass (spot-check tier).,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-042,EC2,(none),NONE,"2.2.1 Chemical, Biological, Radiological or Nuclear / CBRN Tracked Capability Level","CBRN uplift TCL: Provides low to medium resourced actors uplift in reference scenarios, resulting in material risk of CBRN attacks that could result in significant but not severe harm.",A,2,yes,ANN,Introduced CBRN TCLs and outlined mitigation and risk acceptance process.,high,New CBRN threshold below the CBRN uplift level 1 CCL; no recommended security level attached (2.2 recommends levels 'for each CCL').,,A,yes,2,ANN,,accepted,Accepted from first pass (spot-check tier).,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-043,EC6,(none),NONE,1.3.4 Residual Risk Assessment,"Models reaching TCLs or CCLs will be subject to residual risk assessments as part of evaluating their deployment mitigations. For models reaching CCLs, the residual risk assessment will be informed by a supplemental safety case.",A,6;1,yes,ANN,Introduced CBRN TCLs and outlined mitigation and risk acceptance process.,medium,"New process step: a residual risk assessment for any model reaching a TCL or CCL, with a safety case for CCLs; v3.0 required a safety case for CCLs but had no residual-risk step for lower thresholds.",Changelog bullet 1 identifies the mitigation and risk acceptance process for TCLs; the residual risk assessment terminology for CCLs is otherwise covered only by the generic 'more detail' line. Alternative SIL.,A,yes,6;1,ANN,,accepted,Accepted from first pass (spot-check tier).,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-044,EC6,(none),NONE,1.3.5 Risk Acceptance Determination,"A model for which the inherent risk assessment indicates the TCL for ML R&D and misalignment risk has been reached will be deemed to pose an acceptable level of residual risk for further development or deployment, if: ○ We assess that the deployment mitigations have brought the residual risk of significant harm to an acceptable level, ... or if we assess that the model is very unlikely to possess the propensities that would be required for material risk...",A,6,yes,ANN,Incorporated the previous exploratory Misalignment risk domain into a combined ML R&D and Misalignment risk domain and outlined mitigation and risk acceptance process for the TCL.,high,"New acceptance criterion for the ML R&D and misalignment TCL, including an alternative route ('very unlikely to possess the propensities') that deems risk acceptable without deployment mitigations; v3.0 attached no acceptance criteria to misalignment thresholds.",The propensity-based alternative route is a permissive condition inside a new commitment; noted for adjudicator since it could be treated as a built-in override. Security criterion for this TCL is an adequacy assessment only (no recommended level).,A,yes,6,ANN,,adjudicated,Agree.,yes
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-045,EC3,(none),NONE,1.3.2 Inherent Risk Assessment,"To understand if such a change in capability in the subsequent version of the model could materially undermine the justification for why the risks stemming from the model are acceptable, we may also conduct light-weight versions of our “early warning evaluations” described below, including our automated benchmarks, to confirm a model remains below T/CCL. We may also apply material capability change assessments to models not on the frontier, to understand whether a critical capability assessment is required.",A,3;1,yes,SIL,NONE FOUND,medium,New: light-weight early warning evaluations as a screening method and extension of material capability change assessments to non-frontier models; no v3.0 provision covers either.,Changelog line 'Included more detail on our risk management process' points at the section without identifying this commitment or its direction (codebook section 6: section mention is not enough); adjudicator may disagree. 'may also' strength. Dim 3 used loosely for a new method; codebook has no method dimension.,A,yes,3;1,SIL,,accepted,Accepted from first pass (spot-check tier).,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-046,EC1,(none),NONE,1.3.1 Risk Identification,"We identify potential risks that could stem from our models and analyze their characteristics to determine which of the identified risks could be significant or severe risks. We consider a wide range of risks as part of our ongoing research, taking into account the characteristics, capabilities, propensities, and affordances of our models and other sources of information, such as our internal risk taxonomies, internal expertise and relevant external research.",A,1,yes,SIL,NONE FOUND,medium,"New description of the risk identification method (risk taxonomies, internal expertise, external research); v3.0 stated only the identified domains and the continuing assessment for others.",Changelog line 'Included more detail on our risk management process' points at the section without identifying this commitment or its direction (codebook section 6: section mention is not enough); adjudicator may disagree. Alternative: exclude as description of practice rather than commitment.,A,yes,1,SIL,,accepted,Accepted from first pass (spot-check tier).,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-047,S,(none),NONE,2.1.1 Security Mitigations,"Using Google’s Secure AI Framework (SAIF) and Google’s common security infrastructure, we implement state-of-the-art security mitigations.",A,4,yes,SIL,NONE FOUND,medium,New statement that security mitigations are implemented via SAIF and common infrastructure; v3.0 referenced RAND levels only.,"Changelog bullet 3 concerns Security Level 2+, not SAIF. Alternative: exclude as description. Following sentences describe SAIF's six elements (definition, not quoted).",A,yes,4,SIL,,adjudicated,Agree; 11.1.,yes
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-048,S,(none),NONE,2.1.2 Deployment Mitigations (closing paragraph),"While we monitor for potential future risks related to insider misuse, our current assessment of these risk domains indicates that the risks of insider misuse posed by the misuse T/CCLs identified below are effectively addressed by our baseline controls (such as background checks and access restrictions). At this stage, additional mitigations beyond these established safeguards are not required.",A,1,yes,SIL,NONE FOUND,low,New: standing monitoring for insider misuse and a determination that no additional insider mitigations are required for misuse T/CCLs; no v3.0 provision on insider misuse.,"Alternative: exclude as a point-in-time assessment ('our current assessment ... indicates') rather than a commitment; only 'we monitor' is a standing practice. Changelog bullet 3 mentions insider threats in the context of Security Level 2+, not this determination.",A,yes,1,SIL,,adjudicated,Agree.,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-049,G,(none),NONE,4.1 Governance structure,"We have in place a well-established and comprehensive internal governance structure designed to ensure the robust implementation of the processes outlined in this Frontier Safety Framework. Responsibilities for assessing and mitigating risks are clearly defined and allocated across all levels of the organization. This includes legal, compliance, and safety reviews with escalation procedures to ensure appropriate oversight.",A,3,yes,ANN,Included description of our internal governance structure.,low,"New governance section stating that legal, compliance and safety reviews with escalation procedures are in place; v3.0 had no governance section (only references to 'the appropriate governance function').","Phrased as description ('We have in place') and names no body, officer or cadence; alternative: exclude as description. Confidence low on inclusion, not on announcement.",A,yes,3,ANN,,adjudicated,Agree.,no
GDM-2,Google DeepMind,v3.0,v3.1,GDM-2-050,M,(none),NONE,1.3.3 Risk Mitigation,"Because we cannot always anticipate what security and deployment mitigations will be appropriate for models beyond the current frontier, the specific mitigations we implement may be determined when a T/CCL is reached, informed by the threat landscape at that time.",A,6;4,yes,SIL,NONE FOUND,medium,New clause permitting the specific mitigations to be determined at the time a T/CCL is reached rather than in advance; no v3.0 provision defers the choice of mitigations.,Coded A because no single v3.0 commitment is its counterpart; alternative under codebook section 5 (conditional commitments): W on dim 6 applied to the security-level (GDM-2-020) and deployment-mitigation (GDM-2-012) rows as a new deferral condition. Changelog line 'Included more detail on our risk management process' points at the section without identifying this commitment or its direction (codebook section 6: section mention is not enough); adjudicator may disagree.,A,yes,6;4,SIL,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-001,EC2,Appendix – terminology,Frontier AI in our Framework refers to highly capable general-purpose generative AI models and systems that we are developing for release or deployment that exceed the capabilities present in the most advanced models.,Appendix I – Terminology,Frontier AI in our Framework refers to a new or substantially modified highly capable general-purpose generative AI model that we are developing for deployment. ... The model is reasonably likely to be more capable in any of the catastrophic risk domains we set out in this Framework ... than our existing models or the most advanced models ... Compute Threshold: We trained the model using at least 10^26 integer or floating point operations,S,1,yes,ANN,"[changelog] Updated Frontier AI definition. Revised the definition from models ""that exceed the capabilities present in the most advanced models"" to two criteria for determining Frontier status: (1) High Capabilities in Catastrophic Risk Areas, based on comparative capability in Framework risk domains or equivalence to a model previously determined to substantially contribute to a catastrophic threat scenario; or (2) a Compute Threshold of at least 10^26 integer or floating point operations.",low,"Applicability trigger for every commitment: 'exceed the capabilities present in the most advanced models' becomes three alternative criteria (more capable than 'our existing models or the most advanced models' in a risk domain; parity with a model previously found to substantially contribute; at least 10^26 operations) and 'new or substantially modified' models are named, so more model classes fall in scope.","Codebook section 2 excludes definitions; this row is kept because the definition fixes which models every other commitment applies to (dim 1). Alternative reading: drop as a definition, or W because the capability comparison is now restricted to catastrophic-risk domains. Merged candidate idx42 (1.1 Scope sentence) with the appendix definition.",S,yes,1,ANN,,adjudicated,Agree; definition broadened and the change log states it.,no
META-1,Meta,v1.1,v2,META-1-002,G,1.1 Scope,"We will develop Frontier AI in line with the processes outlined in this Framework, and implement the measures outlined in Table 1.",1.1 Scope,"We will develop Frontier AI in line with the processes outlined in this Framework, and implement the measures outlined in Table 1.",R,,no,NA,NA,high,Identical sentence; modal force ('will') and scope unchanged. The content of Table 1 is coded in the Table 1 rows.,Added from full text (not in candidates). Same sentence repeated in v1.1 section 3.3.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-003,EC6,3.3 Risk thresholds,"If a frontier AI is assessed to have reached the critical risk threshold and cannot be mitigated, we will stop development and implement the measures outlined in Table 1. ... Stop development ... If a model appears to uniquely enable the execution of a threat scenario we will pause development while we investigate whether barriers to realizing the catastrophic outcome remain.",1.1 Scope / Table 1,"If a Frontier AI is assessed to have reached the critical risk threshold and cannot be mitigated, we will implement the measures outlined in Table 1. ... Develop with Mitigations Proceed with deployment of the Frontier AI only if sufficient mitigations are defined, implemented and validated to reduce risk to that of a moderate or lower model. Proceed with development of the Frontier AI only if catastrophic risks are within acceptable levels.",W,6,yes,ANN,"[changelog] Revised thresholds. Critical threshold changed from ""Stop"" to ""Develop with Mitigations.""",high,Consequence of a critical result changes from 'we will stop development' / 'we will pause development' (Table 1 'Stop development') to 'Develop with Mitigations' and 'Proceed with development ... only if catastrophic risks are within acceptable levels'; the words 'stop development' are deleted from the 1.1 and 3.3 sentences.,"Merged candidates idx52, idx171, idx197 and the Table 1 Critical cell (one commitment stated four times). Section 3.3 of v2 adds 'we will only continue development of the Frontier AI if our risk assessments are complete and safeguards are defined, implemented and validated'. cf. example A (announced weakening of a pause commitment).",W,yes,6,ANN,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-004,G,5.1 Updates to our framework,We will update our Framework based on these observations.,5.1 Updates to our Framework,"We will update our Framework based on these observations and will do so when we have reasonable grounds to believe either its adequacy or our adherence to it has been materially undermined, or at least every twelve months, whichever is sooner.",S,2,yes,SIL,NONE FOUND,medium,A review cadence ('at least every twelve months') and a trigger ('reasonable grounds to believe either its adequacy or our adherence to it has been materially undermined') are added to an update commitment that previously had no timing; section 1.1 of v2 adds 'We will review it at least annually'.,"Merged candidates idx60, idx313, idx316, idx318 (update-the-framework statements in 1.1 and 5.1). Neither the change log nor the post mentions the annual review cadence.",S,yes,2,SIL,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-005,G,2.1 AI governance,"Findings at any stage might prompt discussions via our centralized review process, which ensures that senior decision-makers are involved throughout the lifecycle of development and release.",2.1 AI Governance,"Findings at any stage might prompt discussions via our centralized review process, which ensures that senior decision-makers are involved throughout the lifecycle of development, deployment, and use.",R,,no,NA,NA,medium,"'development and release' becomes 'development, deployment, and use'; modal force ('might prompt', 'ensures') unchanged; the added 'use' widens the lifecycle wording but not the review obligation.",Added from full text. Alternative reading: S on dim 1 because 'use' is added to the lifecycle covered by the review process.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-006,EC3,2.1.1 Anticipate,This allows us to identify an estimated ‘reference class’ of comparable models that we use throughout development to track how our model is performing and to inform what evaluations we may conduct and mitigations we might implement.,2.1.1 Anticipate,"This allows us to identify an estimated ‘reference class’ of comparable models that we use throughout development to track how our model is performing and anticipate associated risks, required assessments, and assess the applicability of available mitigation strategies.",R,,no,NA,NA,high,"Reference-class practice retained with the same present-tense force; 'inform what evaluations we may conduct' becomes 'anticipate ... required assessments', a rewording at the same strength.",Merged candidates idx78 and idx80. The new v2 sentence 'We evaluate this reference class of models and incorporate the results of these evaluations into our preparedness reports' is coded as a separate A row.,R,no,,NA,,adjudicated,Agree.,no
META-1,Meta,v1.1,v2,META-1-007,EC3,2.1.1 Anticipate,"If we expect that a model may significantly exceed current frontier capabilities, we will conduct an ex-ante threat modelling exercise to help us determine whether this model may pose novel risks (see more below).",2.1.1 Anticipate,We also conduct ex-ante threat modeling exercises to help us determine whether models with new capabilities may pose novel risks (see more below).,W,2,yes,SIL,NONE FOUND,low,"The defined trigger 'If we expect that a model may significantly exceed current frontier capabilities, we will conduct' is replaced by an undated practice statement 'We also conduct ex-ante threat modeling exercises ... whether models with new capabilities may pose novel risks'; the condition that obliges the exercise is no longer stated.","Alternative readings: R (the practice is retained and 'models with new capabilities' is a rewording), or S (a wider set of models is covered). Coded W because a specific trigger becomes unspecified, following the logic of example F.",W,yes,2,SIL,,adjudicated,Agree; defined trigger replaced by an undated practice (de-specification).,no
META-1,Meta,v1.1,v2,META-1-008,EC3,2.1.1 Anticipate,"In addition to our AI risk assessment (see below), which covers known potential risks, we conduct periodic threat modelling exercises as a proactive measure to anticipate catastrophic risks from our frontier AI.",2.1.1 Anticipate,"In order to ensure that our AI risk assessments (see section 2.1.2 below) have appropriate coverage over potential risks, we conduct periodic threat modeling exercises as a proactive measure to anticipate catastrophic risks from our Frontier AI.",R,,no,NA,NA,high,'we conduct periodic threat modelling exercises' retained verbatim in substance; only the framing clause is reworded.,Added from full text.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-009,EC6,2.1.1 Anticipate,"In the event that we identify that a model can enable the end-to-end execution of a threat scenario for a catastrophic outcome, we will conduct a threat modelling exercise in line with the processes in Section 3.2.",2.1.1 Anticipate,"In the event that we identify that a Frontier AI is likely to substantially contribute to a threat scenario for a catastrophic outcome, we will conduct a threat modeling exercise in line with the processes in section 3.2.",S,2,yes,ANN,"[changelog] Updated risk threshold language. Replaced ""uniquely enable"" with ""substantially contribute to"" as the primary standard for assessing whether a model meets the high or critical risk threshold.",medium,Trigger lowered: 'can enable the end-to-end execution of a threat scenario' becomes 'is likely to substantially contribute to a threat scenario'; the obligated action ('we will conduct a threat modelling exercise') is unchanged.,"v2 sentence spans a page break in the text file (page 4 to 5), so the verifier may return ok-fuzzy. ANN rests on the change log's general statement that 'substantially contribute to' replaced 'uniquely enable' as the standard; the v1.1 wording here is 'enable the end-to-end execution', not 'uniquely enable', so a reader could judge SIL. One vocabulary change propagates to several rows (see log).",S,yes,2,ANN,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-010,EC4,2.1.1 Anticipate,"Host workshops with experts, including external subject matter experts where relevant, to identify new catastrophic outcomes and/or threat scenarios. ... If new catastrophic outcomes and/or threat scenarios are identified, design new assessments to test for them, in consultation with external experts where relevant.",2.1.1 Anticipate,"Host workshops with experts, including external subject matter experts where relevant, to identify new catastrophic outcomes and/or threat scenarios. ... If new catastrophic outcomes and/or threat scenarios are identified, design new assessments to test for them, in consultation with external experts where relevant.",R,,no,NA,NA,high,"Both steps of the threat-modelling process, including 'external subject matter experts where relevant', are retained word for word.",Added from full text. The two bullets are kept as one commitment (one process); the footnote 'this will necessarily include working with government officials' is also retained in v2 (footnote 1).,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-011,G,2.1.2 Evaluate and mitigate,"Our AI risk assessment process systematically evaluates potential risks associated with frontier AI, documenting mitigation strategies and residual risks across a set of applicable risk categories.",2.1.2 Evaluate and Mitigate,"Our AI risk assessment process systematically evaluates potential risks associated with ongoing development and deployment of Frontier AI, documenting mitigation strategies and residual risks across a set of applicable risk domains.",R,,no,NA,NA,high,"Same process statement; 'frontier AI' becomes 'ongoing development and deployment of Frontier AI' and 'risk categories' becomes 'risk domains', with no change in force or obligation.",Added from full text.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-012,EC4,2.1.2 Evaluate and mitigate,"The risk assessment process involves multi-disciplinary engagement, including internal and, where appropriate, external experts from various disciplines (which could include engineering, product management, compliance and privacy, legal, and policy) and company leaders from multiple disciplines.",2.1.2 Evaluate and Mitigate,"The risk assessment process involves multi-disciplinary engagement, including internal and, where appropriate, external experts from various disciplines (which could include engineering, product management, compliance and privacy, security, legal, and policy) and company leaders from multiple disciplines.",R,,no,NA,NA,high,"'external experts ... where appropriate' unchanged; 'security' is added to a list of example disciplines, which does not alter the rule.",Added from full text.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-013,EC3,2.1.2 Evaluate and mitigate,"The risk assessment also considers the planned release (i.e. internal deployment, limited release, or full release), as this informs the type of pre-release evaluation we undertake.",2.1.2 Evaluate and Mitigate,"The risk assessment also considers any planned deployments, as these plans inform the type of pre-release evaluations we undertake.",R,,no,NA,NA,high,"Same present-tense practice; the parenthetical list of release types is dropped in favour of 'any planned deployments' (the release taxonomy moves to Appendix I), no change in force.",,R,no,,NA,,adjudicated,Agree.,no
META-1,Meta,v1.1,v2,META-1-014,EC3,2.1.2 Evaluate and mitigate,"Our evaluations can involve a combination of automated and human evaluations, as well as red teaming and uplift studies. Throughout development, we monitor performance against our expectations for the reference class as well as the enabling capabilities we have identified in our threat scenarios, and use these indicators as triggers for further evaluations as capabilities develop.",2.1.2 Evaluate and Mitigate,"Our evaluations can involve a combination of automated and human evaluations, as well as red teaming and uplift studies. Throughout development, we monitor performance against our expectations for the reference class as well as the enabling capabilities we have identified in our threat scenarios, and use these indicators as triggers for further evaluations as capabilities develop.",R,,no,NA,NA,high,Identical text; evaluation mix and the monitoring-as-trigger practice unchanged.,Added from full text.,R,no,,NA,MIX,adjudicated,Agree; MIX lead-flag was a false match on the word mix.,yes
META-1,Meta,v1.1,v2,META-1-015,EC3,2.1.2 Evaluate and mitigate,"As such, we do not have a fixed set of evaluations that we apply to each frontier AI. Rather, we implement relevant evaluations based on capabilities and the latest research.",2.1.2 Evaluate and Mitigate,"As such, we do not have a fixed set of evaluations that we apply to each Frontier AI model. Rather, we implement relevant evaluations, including widely used third party and open source evaluations, based on a model’s capabilities and the latest research.",R,,no,NA,NA,medium,Same practice and force; the added phrase 'including widely used third party and open source evaluations' names a kind of evaluation used but does not change what triggers evaluation or who conducts it.,"Added from full text. v2 sentence is interrupted by a footnote and page break in the text file, so the verifier may return ok-fuzzy. Alternative reading: S on dim 3 (third-party evaluations named as inputs).",R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-016,EC2,2.1.2 Evaluate and mitigate,"As an example, once a model demonstrates a sufficient standard of coding ability, we would typically evaluate the potential of the model to present cybersecurity risks.",2.1.2 Evaluate and Mitigate,"As an example, once a model demonstrates a standard of coding ability, we would typically evaluate the potential of the model to present cybersecurity risks.",R,,no,NA,NA,medium,"'would typically evaluate' retained; the qualifier 'sufficient' is dropped from 'standard of coding ability', which does not alter an already unquantified trigger.","Added from full text. Alternative reading: W on dim 2 (the trigger loses its only qualifier). The v1.1 reference to the open-sourced CyberSecEval evaluation is not carried into v2; it was a report of a past action, not coded.",R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-017,EC3,2.1.2 Evaluate and mitigate,"For both cyber and chemical and biological risks, we conduct red teaming exercises once a model achieves certain levels of performance in capabilities relevant to these domains, involving external experts when appropriate.",2.1.2 Evaluate and Mitigate,"For both Cyber and Chemical and Biological risks, we conduct red teaming exercises once a model achieves certain levels of performance in capabilities relevant to these domains, involving external experts when appropriate.",R,,no,NA,NA,high,"Identical apart from capitalisation; trigger ('certain levels of performance'), method and 'external experts when appropriate' unchanged.",Added from full text.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-018,EC3,4.2 Evaluation and mitigation,"Our evaluations are designed to account for the deployment context of the model. ... For example, to help ensure that we are appropriately assessing the risk, we prepare the asset – the version of the model that we will test – in a way that seeks to account for the tools and scaffolding in the current ecosystem that a particular threat actor might seek to leverage to enhance the model’s capabilities.",4.2 Evaluation and mitigation,"Our evaluations are also designed to account for the deployment context of the model. ... For example, to help ensure that we are appropriately assessing the risk, we prepare the asset – the version of the model that we will test – in a way that seeks to account for the tools and scaffolding in the current ecosystem that could be leveraged to enhance the model’s capabilities.",R,,no,NA,NA,medium,Asset-preparation practice retained with the same force; 'that a particular threat actor might seek to leverage' becomes 'that could be leveraged'.,"Merged candidates idx105 (2.1.2) and idx287 (4.2), one commitment stated twice. The v1.1 follow-on sentence 'We also account for enabling capabilities, such as automated AI R&D, that might increase the potential for enhancements to model capabilities' has no counterpart in v2 section 4.2; alternative reading W on dim 1 for that omission. v2 adds 'We may additionally explore how risks may materialize in combination with other models, through task decomposition' (separate A row).",R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
META-1,Meta,v1.1,v2,META-1-019,M,2.1.2 Evaluate and mitigate,"Our mitigation strategy is informed by the risks we’ve identified in the risk assessment, evaluation results, the mitigations that have been applied to existing models in the same class, and the release approach.",2.1.2 Evaluate and Mitigate,"Our mitigation strategy is informed by the risks we’ve identified in the risk assessment, evaluation results, and the deployment context. We also conduct assessments to ensure the adequacy of our mitigations prior to deployment.",R,,no,NA,NA,medium,"Descriptive statement of what informs mitigation choice; 'the mitigations that have been applied to existing models in the same class' is dropped from the list of inputs, which does not change an obligation.",Added from full text. The added sentence 'We also conduct assessments to ensure the adequacy of our mitigations prior to deployment' is treated as part of the mitigation-robustness evaluation commitment (see the row on robustness evaluation).,R,no,,NA,,adjudicated,Agree.,no
META-1,Meta,v1.1,v2,META-1-020,EC3,2.1.3 Decide,"We assess residual risk, taking into consideration the details of the risk assessment, the results of evaluations conducted throughout training, and the mitigations that have been implemented.",2.1.3 Decide,"We assess residual risk before deployment, taking into consideration the details of the risk assessment, the results of evaluations conducted throughout training, and the mitigations that have been implemented. Our residual risk analysis represents our process for determining the risk level of a model after mitigations are applied. This usually takes the form of a threat modeling exercise to determine the degree to which the model substantially contributes to a threat scenario.",R,,no,NA,NA,medium,"Residual-risk assessment retained; 'before deployment' makes explicit a timing already implied by the release decision that follows, and the added sentences describe the method ('usually takes the form of a threat modeling exercise') without changing the obligation.",Added from full text. Alternative reading: S on dim 2 ('before deployment' fixes the timing).,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
